01/20/2016,5000001,3718.82,1
01/17/2016,5000001,47388.47,1
02/04/2016,5000001,19582.96,1
02/23/2016,5000001,20055.88,1
03/22/2016,5000001,34103.4,1
03/13/2016,5000001,28872.95,1
04/17/2016,5000001,5498.11,1
04/01/2016,5000001,24280.36,1
05/28/2016,5000001,29973.78,1
05/06/2016,5000001,26515.73,1
06/20/2016,5000001,36472.22,1
06/05/2016,5000001,13529.56,1
07/11/2016,5000001,19816.03,1
07/03/2016,5000001,48752.65,1
01/15/2016,5000001,23950.89,0
01/06/2016,5000001,8723.93,0
01/24/2016,5000001,22885.15,0
01/09/2016,5000001,11784.61,0
01/23/2016,5000001,15854.38,0
02/14/2016,5000001,44657.08,0
02/28/2016,5000001,19869.25,0
02/23/2016,5000001,35977.36,0
02/09/2016,5000001,17522.11,0
02/02/2016,5000001,25347.03,0
03/07/2016,5000001,34537.34,0
03/09/2016,5000001,45785.28,0
03/30/2016,5000001,6829.9,0
03/17/2016,5000001,46780.61,0
03/08/2016,5000001,13925.68,0
04/07/2016,5000001,29219.37,0
04/25/2016,5000001,48930.22,0
04/06/2016,5000001,14232.36,0
04/24/2016,5000001,24992.82,0
04/04/2016,5000001,3799.61,0
05/24/2016,5000001,32036.55,0
05/22/2016,5000001,10123.84,0
05/23/2016,5000001,42885.79,0
05/13/2016,5000001,13340.65,0
05/15/2016,5000001,41957.47,0
06/10/2016,5000001,22471.87,0
06/24/2016,5000001,30047.68,0
06/07/2016,5000001,2503.14,0
06/03/2016,5000001,6981.37,0
06/25/2016,5000001,34455.52,0
07/11/2016,5000001,40711.67,0
07/23/2016,5000001,6851.01,0
07/22/2016,5000001,1747.81,0
07/17/2016,5000001,31833.93,0
07/26/2016,5000001,42776.84,0
08/27/2016,5000001,33694.26,1
08/23/2016,5000001,10081.42,1
09/12/2016,5000001,955.16,1
09/23/2016,5000001,16034.2,1
10/24/2016,5000001,6090.58,1
10/09/2016,5000001,27363.76,1
11/13/2016,5000001,49249.72,1
11/29/2016,5000001,17841.67,1
12/22/2016,5000001,24214.44,1
12/13/2016,5000001,41130.71,1
01/26/2017,5000001,40306.18,1
01/13/2017,5000001,24257.41,1
02/25/2017,5000001,46654.06,1
02/14/2017,5000001,21253.97,1
03/22/2017,5000001,11073.07,1
03/07/2017,5000001,15534.73,1
04/10/2017,5000001,73.47,1
04/25/2017,5000001,36487.41,1
05/07/2017,5000001,33935.4,1
05/21/2017,5000001,48390.55,1
06/11/2017,5000001,3388.84,1
06/22/2017,5000001,40281.8,1
07/05/2017,5000001,9633.49,1
07/08/2017,5000001,46812.5,1
08/02/2017,5000001,43377.07,1
08/16/2017,5000001,22974.1,1
09/29/2017,5000001,11966.6,1
09/07/2017,5000001,38910.19,1
10/23/2017,5000001,47670.29,1
10/01/2017,5000001,13768.46,1
11/19/2017,5000001,44707.13,1
11/24/2017,5000001,32480.59,1
12/30/2017,5000001,18767.51,1
12/20/2017,5000001,25204.16,1
01/21/2018,5000001,45191.08,1
01/23/2018,5000001,44531.24,1
02/23/2018,5000001,4520.23,1
02/26/2018,5000001,39884.18,1
03/23/2018,5000001,42175.7,1
03/18/2018,5000001,47303.8,1
04/09/2018,5000001,11612.89,1
04/01/2018,5000001,2272.93,1
05/14/2018,5000001,41850.0,1
05/14/2018,5000001,43822.33,1
06/17/2018,5000001,32870.72,1
06/16/2018,5000001,1343.93,1
07/01/2018,5000001,39972.04,1
07/08/2018,5000001,26987.89,1
08/25/2018,5000001,7525.38,1
08/14/2018,5000001,42099.59,1
09/10/2018,5000001,21288.39,1
09/11/2018,5000001,41850.92,1
10/18/2018,5000001,27435.46,1
10/26/2018,5000001,30866.02,1
11/17/2018,5000001,31923.39,1
11/13/2018,5000001,36849.73,1
12/20/2018,5000001,5969.85,1
12/05/2018,5000001,23901.41,1
01/29/2019,5000001,3644.07,1
01/11/2019,5000001,48595.38,1
02/19/2019,5000001,24063.22,1
02/07/2019,5000001,45980.18,1
03/25/2019,5000001,9917.02,1
03/15/2019,5000001,2717.77,1
04/07/2019,5000001,22064.02,1
04/17/2019,5000001,11834.24,1
05/18/2019,5000001,41425.21,1
05/25/2019,5000001,38990.02,1
08/19/2016,5000001,43490.64,0
08/04/2016,5000001,4401.87,0
08/11/2016,5000001,13328.63,0
08/12/2016,5000001,30689.05,0
08/25/2016,5000001,20719.76,0
09/14/2016,5000001,15369.83,0
09/22/2016,5000001,6205.96,0
09/01/2016,5000001,17776.07,0
09/23/2016,5000001,16577.4,0
09/19/2016,5000001,47159.1,0
10/14/2016,5000001,14945.88,0
10/17/2016,5000001,13668.58,0
10/23/2016,5000001,3273.01,0
10/18/2016,5000001,3952.97,0
10/25/2016,5000001,22375.45,0
11/18/2016,5000001,1778.73,0
11/27/2016,5000001,35950.59,0
11/25/2016,5000001,6920.05,0
